"item","faixa","categoria","observado","esperado","proporcao_observada","proporcao_esperada"
"Item_8","16","0",34,36.014881177499,0.0113333333333333,0.0120049603924997
"Item_8","17","0",15,16.4153515102923,0.005,0.00547178383676409
"Item_8","18","0",8,5.33118554932261,0.00266666666666667,0.0017770618497742
"Item_8","4","1",2,1.66593937751083,0.000666666666666667,0.000555313125836944
"Item_8","5","1",2,2.6806674873956,0.000666666666666667,0.000893555829131867
"Item_8","6","1",7,8.93872609258887,0.00233333333333333,0.00297957536419629
"Item_8","7","1",17,21.4600126312546,0.00566666666666667,0.00715333754375153
"Item_8","8","1",53,44.0917775484426,0.0176666666666667,0.0146972591828142
"Item_8","9","1",74,77.9811203546009,0.0246666666666667,0.025993706784867
"Item_8","10","1",100,103.024936013416,0.0333333333333333,0.0343416453378054
"Item_8","11","1",133,149.377700819705,0.0443333333333333,0.0497925669399016
"Item_8","12","1",224,206.352790762066,0.0746666666666667,0.0687842635873555
"Item_8","13","1",227,216.0560694521,0.0756666666666667,0.0720186898173667
"Item_8","14","1",214,212.629178774686,0.0713333333333333,0.0708763929248953
"Item_8","15","1",202,212.59025302648,0.0673333333333333,0.0708634176754932
"Item_8","16","1",152,149.985118822501,0.0506666666666667,0.0499950396075003
"Item_8","17","1",111,109.584648489708,0.037,0.0365282161632359
"Item_8","18","1",71,73.6688144506772,0.0236666666666667,0.0245562714835591
"Item_9","4","0",15,16.650030350062,0.005,0.00555001011668733
"Item_9","5","0",18,17.9037705169713,0.006,0.0059679235056571
"Item_9","6","0",47,45.1825794898522,0.0156666666666667,0.0150608598299507
"Item_9","7","0",82,83.9368100931736,0.0273333333333333,0.0279789366977245
"Item_9","8","0",140,135.362486115379,0.0466666666666667,0.0451208287051264
"Item_9","9","0",192,189.424918572569,0.064,0.0631416395241898
"Item_9","10","0",203,198.42803763372,0.0676666666666667,0.0661426792112399
"Item_9","11","0",225,227.172343990752,0.075,0.0757241146635841
"Item_9","12","0",245,245.117778379156,0.0816666666666667,0.0817059261263853
"Item_9","13","0",191,196.823721836703,0.0636666666666667,0.0656079072789011
"Item_9","14","0",135,144.560843503226,0.045,0.0481869478344087
"Item_9","15","0",108,103.753766205504,0.036,0.0345845887351681
"Item_9","16","0",52,49.720959750086,0.0173333333333333,0.0165736532500287
"Item_9","17","0",28,22.7345108920033,0.00933333333333333,0.00757817029733445
"Item_9","18","0",4,7.2809924064242,0.00133333333333333,0.00242699746880807
"Item_9","4","1",3,1.34996964993798,0.001,0.000449989883312662
"Item_9","5","1",2,2.09622948302873,0.000666666666666667,0.000698743161009576
"Item_9","6","1",5,6.81742051014765,0.00166666666666667,0.00227247350338255
"Item_9","7","1",18,16.0631899068266,0.006,0.00535439663560888
"Item_9","8","1",28,32.637513884621,0.00933333333333333,0.0108791712948737
"Item_9","9","1",55,57.5750814274309,0.0183333333333333,0.0191916938091436
"Item_9","10","1",72,76.5719623662806,0.024,0.0255239874554269
